; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/data/sequences/peak-motifs_test_maxlen1000.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/data/sequences/peak-motifs_test_maxlen1000.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.202657_2014-09-05.202657_8OTbPR/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26223
;		c	0.24007
;		g	0.23539
;		t	0.26231
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_6nt_m2	11	4	1	-7.700	10.100	17.800	a:0.262 c:0.240 g:0.235 t:0.262 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_6nt_m2	4.4	19	215445	221	1.024737e-03	1.341620e-03	289.34	9.999877e-01	1.209985e+02	-2.08	95
positions_6nt_m2	4.5	18	215463	203	9.412747e-04	1.208761e-03	260.69	9.999093e-01	1.209890e+02	-2.08	96
positions_6nt_m2	4.6	22	215485	181	8.392646e-04	1.074028e-03	231.63	9.997553e-01	1.209704e+02	-2.08	97
positions_6nt_m2	4.7	16	215501	165	7.650755e-04	1.002725e-03	216.25	9.998767e-01	1.209851e+02	-2.08	98
positions_6nt_m2	4.8	18	215519	147	6.816127e-04	9.214825e-04	198.73	9.999472e-01	1.209936e+02	-2.08	99
positions_6nt_m2	4.9	6	215525	141	6.537918e-04	8.615110e-04	185.80	9.997326e-01	1.209677e+02	-2.08	100
positions_6nt_m2	5.0	22	215547	119	5.517817e-04	7.970089e-04	171.89	9.999916e-01	1.209990e+02	-2.08	101
positions_6nt_m2	5.1	20	215567	99	4.590453e-04	7.399922e-04	159.59	9.999999e-01	1.210000e+02	-2.08	102
positions_6nt_m2	5.2	11	215578	88	4.080402e-04	6.717015e-04	144.86	9.999999e-01	1.210000e+02	-2.08	103
positions_6nt_m2	5.3	17	215595	71	3.292143e-04	5.925880e-04	127.80	1.000000e+00	1.210000e+02	-2.08	104
positions_6nt_m2	5.4	13	215608	58	2.689356e-04	5.151491e-04	111.10	1.000000e+00	1.210000e+02	-2.08	105
positions_6nt_m2	5.5	7	215615	51	2.364779e-04	4.553443e-04	98.20	9.999999e-01	1.210000e+02	-2.08	106
positions_6nt_m2	5.6	11	215626	40	1.854728e-04	3.755518e-04	80.99	9.999998e-01	1.210000e+02	-2.08	107
positions_6nt_m2	5.7	12	215638	28	1.298310e-04	3.190885e-04	68.82	1.000000e+00	1.210000e+02	-2.08	108
positions_6nt_m2	5.8	4	215642	24	1.112837e-04	2.617326e-04	56.45	9.999996e-01	1.210000e+02	-2.08	109
positions_6nt_m2	5.9	5	215647	19	8.809960e-05	2.146939e-04	46.30	9.999981e-01	1.209998e+02	-2.08	110
positions_6nt_m2	6.0	2	215649	17	7.882596e-05	1.794456e-04	38.70	9.999687e-01	1.209962e+02	-2.08	111
positions_6nt_m2	6.2	5	215654	12	5.564185e-05	1.273179e-04	27.46	9.996789e-01	1.209611e+02	-2.08	112
positions_6nt_m2	6.3	2	215656	10	4.636821e-05	1.109176e-04	23.92	9.995526e-01	1.209459e+02	-2.08	113
