#weight	occ	cum	dcum	dCDF
-38.1	66117	2207214	39452651	0.948524
-38	68125	2275339	39386534	0.946934
-37.9	71004	2346343	39318409	0.945296
-37.8	72273	2418616	39247405	0.943589
-37.7	73695	2492311	39175132	0.941851
-37.6	75843	2568154	39101437	0.94008
-37.5	78227	2646381	39025594	0.938256
-37.4	80219	2726600	38947367	0.936376
-37.3	81881	2808481	38867148	0.934447
-37.2	84054	2892535	38785267	0.932478
-37.1	86338	2978873	38701213	0.930457
-37	88125	3066998	38614875	0.928382
-36.9	89537	3156535	38526750	0.926263
-36.8	92212	3248747	38437213	0.92411
-36.7	93711	3342458	38345001	0.921893
-36.6	96083	3438541	38251290	0.91964
-36.5	97429	3535970	38155207	0.91733
-36.4	98673	3634643	38057778	0.914988
-36.3	100404	3735047	37959105	0.912616
-36.2	102260	3837307	37858701	0.910202
-36.1	104083	3941390	37756441	0.907743
-36	105281	4046671	37652358	0.905241
-35.9	106222	4152893	37547077	0.90271
-35.8	107881	4260774	37440855	0.900156
-35.7	108691	4369465	37332974	0.897562
-35.6	109120	4478585	37224283	0.894949
