#weight	occ	cum	dcum	dCDF
4.3	1326	42244001	39681	0.000938477
4.4	1482	42245483	38355	0.000907116
4.5	1256	42246739	36873	0.000872066
4.6	1099	42247838	35617	0.000842361
4.7	1206	42249044	34518	0.000816369
4.8	1108	42250152	33312	0.000787846
4.9	2043	42252195	32204	0.000761642
5	1248	42253443	30161	0.000713324
5.1	1002	42254445	28913	0.000683808
5.2	1054	42255499	27911	0.00066011
5.3	938	42256437	26857	0.000635182
5.4	1218	42257655	25919	0.000612998
5.5	1076	42258731	24701	0.000584192
5.6	992	42259723	23625	0.000558744
5.7	840	42260563	22633	0.000535282
5.8	922	42261485	21793	0.000515416
5.9	935	42262420	20871	0.00049361
6	862	42263282	19936	0.000471497
6.1	948	42264230	19074	0.00045111
6.2	868	42265098	18126	0.000428689
6.3	958	42266056	17258	0.000408161
6.4	729	42266785	16300	0.000385504
6.5	1005	42267790	15571	0.000368262
6.6	1223	42269013	14566	0.000344494
6.7	727	42269740	13343	0.000315569
6.8	976	42270716	12616	0.000298375
6.9	719	42271435	11640	0.000275292
7	675	42272110	10921	0.000258287
7.1	757	42272867	10246	0.000242323
7.2	578	42273445	9489	0.00022442
7.3	753	42274198	8911	0.00021075
7.4	687	42274885	8158	0.000192941
7.5	633	42275518	7471	0.000176693
7.6	501	42276019	6838	0.000161722
7.7	433	42276452	6337	0.000149873
7.8	435	42276887	5904	0.000139633
7.9	349	42277236	5469	0.000129345
8	383	42277619	5120	0.000121091
8.1	446	42278065	4737	0.000112033
8.2	421	42278486	4291	0.000101484
8.3	392	42278878	3870	9.15275e-05
8.4	430	42279308	3478	8.22565e-05
8.5	268	42279576	3048	7.20868e-05
8.6	251	42279827	2780	6.57485e-05
8.7	311	42280138	2529	5.98122e-05
8.8	124	42280262	2218	5.24569e-05
8.9	222	42280484	2094	4.95242e-05
9	248	42280732	1872	4.42738e-05
9.1	258	42280990	1624	3.84085e-05
9.2	224	42281214	1366	3.23066e-05
9.3	293	42281507	1142	2.70089e-05
