#score	occ	co	cco	dCDF
-21.5	96417	12881361	8259817	0.390698
-21.4	95189	12976550	8164628	0.386196
-21.3	94965	13071515	8069663	0.381704
-21.2	92757	13164272	7976906	0.377316
-21.1	89874	13254146	7887032	0.373065
-21	88236	13342382	7798796	0.368891
-20.9	87316	13429698	7711480	0.364761
-20.8	85109	13514807	7626371	0.360735
-20.7	85700	13600507	7540671	0.356682
-20.6	83823	13684330	7456848	0.352717
-20.5	82810	13767140	7374038	0.3488
-20.4	78706	13845846	7295332	0.345077
-20.3	80343	13926189	7214989	0.341277
-20.2	79443	14005632	7135546	0.337519
-20.1	79732	14085364	7055814	0.333747
-20	78420	14163784	6977394	0.330038
-19.9	77525	14241309	6899869	0.326371
-19.8	75690	14316999	6824179	0.322791
-19.7	74449	14391448	6749730	0.319269
-19.6	74255	14465703	6675475	0.315757
-19.5	72497	14538200	6602978	0.312328
-19.4	71503	14609703	6531475	0.308946
-19.3	71406	14681109	6460069	0.305568
-19.2	70924	14752033	6389145	0.302213
-19.1	70682	14822715	6318463	0.29887
-19	72535	14895250	6245928	0.295439
-18.9	68843	14964093	6177085	0.292183
-18.8	67758	15031851	6109327	0.288978
-18.7	66387	15098238	6042940	0.285837
-18.6	67074	15165312	5975866	0.282665
-18.5	65845	15231157	5910021	0.27955
-18.4	63811	15294968	5846210	0.276532
-18.3	65129	15360097	5781081	0.273451
-18.2	65867	15425964	5715214	0.270336
-18.1	66139	15492103	5649075	0.267207
-18	66670	15558773	5582405	0.264054
-17.9	66309	15625082	5516096	0.260917
-17.8	66630	15691712	5449466	0.257765
-17.7	66978	15758690	5382488	0.254597
-17.6	68006	15826696	5314482	0.251381
-17.5	68953	15895649	5245529	0.248119
-17.4	70444	15966093	5175085	0.244787
-17.3	67889	16033982	5107196	0.241576
-17.2	67538	16101520	5039658	0.238381
-17.1	69400	16170920	4970258	0.235098
-17	70287	16241207	4899971	0.231774
-16.9	72609	16313816	4827362	0.228339
-16.8	73458	16387274	4753904	0.224865
-16.7	72793	16460067	4681111	0.221421
-16.6	71368	16531435	4609743	0.218046
-16.5	73038	16604473	4536705	0.214591
-16.4	72023	16676496	4464682	0.211184
-16.3	69141	16745637	4395541	0.207914
-16.2	69145	16814782	4326396	0.204643
-16.1	69089	16883871	4257307	0.201375
-16	68551	16952422	4188756	0.198133
-15.9	69553	17021975	4119203	0.194843
-15.8	68600	17090575	4050603	0.191598
-15.7	70632	17161207	3979971	0.188257
-15.6	67118	17228325	3912853	0.185082
-15.5	69494	17297819	3843359	0.181795
-15.4	68779	17366598	3774580	0.178542
-15.3	69858	17436456	3704722	0.175237
-15.2	68470	17504926	3636252	0.171999
-15.1	65225	17570151	3571027	0.168913
-15	66857	17637008	3504170	0.165751
-14.9	65270	17702278	3438900	0.162664
-14.8	64843	17767121	3374057	0.159596
-14.7	62594	17829715	3311463	0.156636
-14.6	63541	17893256	3247922	0.15363
-14.5	63356	17956612	3184566	0.150633
-14.4	60450	18017062	3124116	0.147774
-14.3	58599	18075661	3065517	0.145002
-14.2	55684	18131345	3009833	0.142368
-14.1	54262	18185607	2955571	0.139802
-14	53070	18238677	2902501	0.137291
-13.9	54171	18292848	2848330	0.134729
-13.8	50101	18342949	2798229	0.132359
-13.7	50245	18393194	2747984	0.129983
-13.6	49560	18442754	2698424	0.127638
-13.5	46637	18489391	2651787	0.125432
-13.4	44656	18534047	2607131	0.12332
-13.3	45379	18579426	2561752	0.121174
-13.2	43706	18623132	2518046	0.119106
-13.1	44116	18667248	2473930	0.117019
-13	43990	18711238	2429940	0.114939
-12.9	42551	18753789	2387389	0.112926
-12.8	40167	18793956	2347222	0.111026
-12.7	39240	18833196	2307982	0.10917
-12.6	38371	18871567	2269611	0.107355
-12.5	37450	18909017	2232161	0.105584
-12.4	36125	18945142	2196036	0.103875
-12.3	33989	18979131	2162047	0.102267
-12.2	33785	19012916	2128262	0.100669
-12.1	35066	19047982	2093196	0.0990104
-12	33096	19081078	2060100	0.0974449
-11.9	33128	19114206	2026972	0.0958779
-11.8	31472	19145678	1995500	0.0943893
-11.7	29898	19175576	1965602	0.092975
-11.6	29788	19205364	1935814	0.091566
-11.5	29958	19235322	1905856	0.090149
-11.4	29909	19265231	1875947	0.0887343
-11.3	28605	19293836	1847342	0.0873812
-11.2	28161	19321997	1819181	0.0860492
-11.1	27133	19349130	1792048	0.0847658
-11	26790	19375920	1765258	0.0834986
-10.9	27289	19403209	1737969	0.0822078
-10.8	27215	19430424	1710754	0.0809205
-10.7	28158	19458582	1682596	0.0795886
-10.6	27928	19486510	1654668	0.0782675
-10.5	28262	19514772	1626406	0.0769307
-10.4	28379	19543151	1598027	0.0755884
-10.3	27897	19571048	1570130	0.0742688
-10.2	28959	19600007	1541171	0.072899
-10.1	27023	19627030	1514148	0.0716208
